Fips,Name,Temp,Rank,Past Mean,,,,,,
31065,Otoe County,74.9,108,71.9,,,,,,
31067,Pawnee County,74.6,104,72.1,,,,,,
31069,Perkins County,72.6,115,68.2,,,,,,
31071,Phelps County,73.8,112,70.1,,,,,,
31073,Pierce County,73.5,117,69.3,,,,,,
31075,Platte County,74.5,118,69.8,,,,,,
31077,Polk County,75.1,113,70.6,,,,,,
31079,Red Willow County,74.6,110,70.5,,,,,,
31081,Richardson County,75.4,109,72.3,,,,,,
31083,Rock County,72.3,119,67.4,,,,,,
31085,Saline County,75,110,71.5,,,,,,
31087,Sarpy County,75.8,115,71.4,,,,,,
31089,Saunders County,75.6,115,70.8,,,,,,
31091,Scotts Bluff County,72,123,65.4,,,,,,
31093,Seward County,75.2,114,71,,,,,,
31095,Sheridan County,71.1,122,64.5,,,,,,
31097,Sherman County,73,114,69,,,,,,
31099,Sioux County,70,124,63.3,,,,,,
31101,Stanton County,74.1,116,69.6,,,,,,
31103,Thayer County,75,109,71.6,,,,,,
31105,Thomas County,71.6,111,68.1,,,,,,
31107,Thurston County,73.8,114,69.6,,,,,,
31109,Valley County,72.3,113,68.3,,,,,,
31111,Washington County,75.4,116,70.8,,,,,,
31113,Wayne County,73.6,118,69.2,,,,,,
31115,Webster County,74,100,71.2,,,,,,
31117,Wheeler County,72.7,115,68.3,,,,,,
31119,York County,75.2,111,71.1,,,,,,
31121,Churchill County,73.2,127,64.8,,,,,,
31123,Clark County,86.6,127,78.8,,,,,,
31125,Douglas County,67.7,127,59.9,,,,,,
31127,Elko County,66.9,127,58.4,,,,,,
31129,Esmeralda County,75,127,66.2,,,,,,
31131,Eureka County,68.4,127,59.2,,,,,,
31133,Humboldt County,71.2,127,61.9,,,,,,
31135,Lander County,70.1,127,60.9,,,,,,
31137,Lincoln County,76.5,127,69.1,,,,,,
31139,Lyon County,72.1,127,63.6,,,,,,
31141,Mineral County,72,127,62.9,,,,,,
31143,Nye County,74.1,127,65.4,,,,,,
31145,Pershing County,73.2,127,64.1,,,,,,
31147,Storey County,71.4,127,62.3,,,,,,
31149,Washoe County,70.4,127,61.2,,,,,,
31151,White Pine County,68.1,127,59.6,,,,,,
31153,Carson City,69.9,127,61.2,,,,,,
31155,Belknap County,68,127,62.9,,,,,,
31157,Carroll County,66.9,127,61.4,,,,,,
31159,Cheshire County,67.8,127,62.5,,,,,,
31161,Coos County,62.9,123,58.6,,,,,,
31163,Grafton County,64.8,125,60.2,,,,,,
31165,Hillsborough County,69.5,127,63.8,,,,,,
31167,Merrimack County,68.5,127,63.1,,,,,,
31169,Rockingham County,69.7,127,64.3,,,,,,
31171,Strafford County,68.8,126,63.4,,,,,,
31173,Sullivan County,66.5,127,61.4,,,,,,
31175,Atlantic County,72.3,120,69,,,,,,
31177,Bergen County,72.7,123,68.6,,,,,,
31179,Burlington County,73.3,121,69.8,,,,,,
31181,Camden County,73.6,118,70.5,,,,,,
31183,Cape May County,72,115,68.7,,,,,,
31185,Cumberland County,73.1,120,69.7,,,,,,
32001,Essex County,73.1,124,68.8,,,,,,
32003,Gloucester County,73.8,118,70.7,,,,,,
32005,Hudson County,74.4,125,70,,,,,,
32007,Hunterdon County,70.3,118,67.1,,,,,,
32009,Mercer County,72.7,121,69.1,,,,,,
32011,Middlesex County,73.1,123,69.1,,,,,,
32013,Monmouth County,72.8,123,69,,,,,,
32015,Morris County,69.6,119,66.4,,,,,,
32017,Ocean County,72.3,122,68.6,,,,,,
32019,Passaic County,70.2,123,66.7,,,,,,
32021,Salem County,73.8,118,70.7,,,,,,
32023,Somerset County,71.8,120,68.1,,,,,,
32027,Sussex County,67.5,105,65.5,,,,,,
32029,Union County,73.4,125,69.1,,,,,,
32031,Warren County,68.4,109,66.1,,,,,,
32033,Bernalillo County,73.9,123,69.1,,,,,,
32510,Catron County,67.2,127,62.5,,,,,,
33001,Chaves County,78.6,116,74.4,,,,,,
33003,Cibola County,68.9,123,64.3,,,,,,
33005,Colfax County,63.9,97,62.1,,,,,,
33007,Curry County,75.5,104,72.7,,,,,,
33009,De Baca County,77.8,117,73.7,,,,,,
33011,Dona Ana County,80.3,114,77,,,,,,
33013,Eddy County,80.2,109,77.1,,,,,,
33015,Grant County,74.7,121,70.3,,,,,,
33017,Guadalupe County,74.2,111,70.8,,,,,,
33019,Harding County,72.5,99,70.2,,,,,,
34001,Hidalgo County,79.2,121,75,,,,,,
34003,Lea County,78.9,104,76,,,,,,
34005,Lincoln County,73.2,118,69.2,,,,,,
34007,Los Alamos County,66.2,118,62.3,,,,,,
34009,Luna County,80.6,123,76.6,,,,,,
34011,McKinley County,70.2,126,64.8,,,,,,
34013,Mora County,64.7,103,62.2,,,,,,
34015,Otero County,75.8,115,72.7,,,,,,
34017,Quay County,76.4,102,73.8,,,,,,
34019,Rio Arriba County,64.7,120,60.7,,,,,,
34021,Roosevelt County,76.6,108,73.6,,,,,,
34023,Sandoval County,70.4,122,65.8,,,,,,
34025,San Juan County,73.6,126,67.7,,,,,,
34027,San Miguel County,70.8,105,68.1,,,,,,
34029,Santa Fe County,68.7,118,64.9,,,,,,
34031,Sierra County,77,119,73,,,,,,
34033,Socorro County,74,120,69.7,,,,,,
34035,Taos County,60.8,110,57.7,,,,,,
34037,Torrance County,70.2,120,65.9,,,,,,
34039,Union County,70.2,96,68.2,,,,,,
34041,Valencia County,76.2,123,71.2,,,,,,
35001,Albany County,68.1,115,65.3,,,,,,
35003,Allegany County,66.8,121,63.1,,,,,,
35005,Bronx County,73.9,125,69.7,,,,,,
35006,Broome County,67.1,117,64.1,,,,,,
35007,Cattaraugus County,66.8,122,62.9,,,,,,
35009,Cayuga County,68.6,122,64.6,,,,,,
35011,Chautauqua County,68.2,121,64.2,,,,,,
35013,Chemung County,67.6,116,64.2,,,,,,
35015,Chenango County,65.5,110,63.1,,,,,,
35017,Clinton County,67.2,124,62.4,,,,,,
35019,Columbia County,69.2,121,65.7,,,,,,
35021,Cortland County,66.2,120,62.9,,,,,,
35023,Delaware County,64.1,109,62,,,,,,
35025,Dutchess County,70.9,125,66.1,,,,,,
35027,Erie County,69,123,64.4,,,,,,
35028,Essex County,63.8,119,60.3,,,,,,
35029,Franklin County,64.6,120,61,,,,,,
35031,Fulton County,66.4,117,63.2,,,,,,
35033,Genesee County,69.8,124,64.7,,,,,,
35035,Greene County,65.8,110,63.4,,,,,,
35037,Hamilton County,63.1,119,59.5,,,,,,
35039,Herkimer County,64.9,119,61.4,,,,,,
35041,Jefferson County,68.2,124,63.4,,,,,,
35043,Kings County,74,124,69.8,,,,,,
35045,Lewis County,65.7,124,61.1,,,,,,
35047,Livingston County,69.8,124,65,,,,,,
35049,Madison County,66.8,121,63.1,,,,,,
35051,Monroe County,70.7,124,65.4,,,,,,
35053,Montgomery County,68.3,114,65.6,,,,,,
35055,Nassau County,72.1,124,68.4,,,,,,
35057,New York County,74.3,125,70,,,,,,
35059,Niagara County,69.4,123,65.1,,,,,,
35061,Oneida County,67.3,122,63.4,,,,,,
36001,Onondaga County,69.3,124,64.5,,,,,,
36003,Ontario County,69.7,123,65,,,,,,
36005,Orange County,69,120,65.9,,,,,,
36007,Orleans County,70.1,124,64.9,,,,,,
36009,Oswego County,69,124,63.8,,,,,,
36011,Otsego County,64.2,100,62.6,,,,,,
36013,Putnam County,70.6,125,66.1,,,,,,
36015,Queens County,73.2,123,69.4,,,,,,
36017,Rensselaer County,68.9,124,64.5,,,,,,
36019,Richmond County,74.1,124,69.8,,,,,,
36021,Rockland County,71.3,123,67.4,,,,,,
36023,St. Lawrence County,66.7,122,62.5,,,,,,
36025,Saratoga County,68.8,122,64.5,,,,,,
36027,Schenectady County,68.8,120,65.3,,,,,,
36029,Schoharie County,65.2,106,63.2,,,,,,
36031,Schuyler County,67.7,120,63.9,,,,,,
36033,Seneca County,69.5,121,65.5,,,,,,
36035,Steuben County,67.1,120,63.5,,,,,,
36037,Suffolk County,69.7,120,66.1,,,,,,
36039,Sullivan County,65.6,110,63.2,,,,,,
36041,Tioga County,67.6,118,64.3,,,,,,
36043,Tompkins County,67.5,118,64.2,,,,,,
36045,Ulster County,67.8,123,64,,,,,,
36047,Warren County,65.6,121,62,,,,,,
36049,Washington County,68.2,125,64.1,,,,,,
36051,Wayne County,69.9,124,65.1,,,,,,
36053,Westchester County,71.7,125,67.6,,,,,,
36055,Wyoming County,68,124,63.2,,,,,,
36057,Yates County,69.3,123,64.8,,,,,,
36059,Alamance County,74.7,76,74,,,,,,
36061,Alexander County,73.4,75,72.6,,,,,,
36063,Alleghany County,66.5,73,65.9,,,,,,
36065,Anson County,77.1,77,76.2,,,,,,
36067,Ashe County,65.2,71,64.7,,,,,,
36069,Avery County,64,72,63.4,,,,,,
36071,Beaufort County,76.2,69,75.5,,,,,,
36073,Bertie County,75.4,77,74.5,,,,,,
36075,Bladen County,76.2,54,76,,,,,,
36077,Brunswick County,76.6,71,76,,,,,,
36079,Buncombe County,68.1,63,67.8,,,,,,
36081,Burke County,72.4,60,72.2,,,,,,
36083,Cabarrus County,75.4,66,75.1,,,,,,
36085,Caldwell County,72.1,64,71.8,,,,,,
36087,Camden County,75.2,87,73.8,,,,,,
36089,Carteret County,76.5,68,75.9,,,,,,
36091,Caswell County,74.7,82,73.7,,,,,,
36093,Catawba County,74.4,76,73.5,,,,,,
36095,Chatham County,75.1,66,74.7,,,,,,
36097,Cherokee County,69.7,41,70.5,,,,,,
36099,Chowan County,75.7,76,74.8,,,,,,
36101,Clay County,67.7,41,68.5,,,,,,
36103,Cleveland County,74.3,62,74.2,,,,,,
36105,Columbus County,76.5,62,76.1,,,,,,
36107,Craven County,76.2,73,75.3,,,,,,
36109,Cumberland County,76.1,50,76.3,,,,,,
36111,Currituck County,75.3,91,73.8,,,,,,
36113,Dare County,76.4,93,74.9,,,,,,
36115,Davidson County,74.2,66,73.9,,,,,,
36117,Davie County,73.9,74,73.2,,,,,,
36119,Duplin County,75.4,52,75.4,,,,,,
36121,Durham County,74.6,71,74,,,,,,
36123,Edgecombe County,75.2,60,74.9,,,,,,
37001,Forsyth County,73.5,68,73,,,,,,
37003,Franklin County,74.4,56,74.1,,,,,,
37005,Gaston County,75.5,78,74.6,,,,,,
37007,Gates County,75.2,86,74.1,,,,,,
37009,Graham County,67.3,43,68,,,,,,
37011,Granville County,74.2,79,73.3,,,,,,
37013,Greene County,75.7,55,75.5,,,,,,
37015,Guilford County,74.2,68,73.7,,,,,,
37017,Halifax County,74.7,62,74.4,,,,,,
37019,Harnett County,75.4,50,75.6,,,,,,
37021,Haywood County,64.5,61,64.5,,,,,,
37023,Henderson County,68.7,45,69,,,,,,
37025,Hertford County,75.3,89,74.2,,,,,,
37027,Hoke County,76.6,70,75.9,,,,,,
37029,Hyde County,76.7,79,75.7,,,,,,
37031,Iredell County,74.3,82,73.2,,,,,,
37033,Jackson County,65.7,58,65.9,,,,,,
37035,Johnston County,75.2,48,75.5,,,,,,
37037,Jones County,75.8,70,75.1,,,,,,
37039,Lee County,75.2,54,75.1,,,,,,
37041,Lenoir County,75.7,57,75.4,,,,,,
37043,Lincoln County,74.8,77,73.9,,,,,,
37045,McDowell County,70.9,52,71,,,,,,
37047,Macon County,66.4,44,67,,,,,,
37049,Madison County,69.1,73,68.7,,,,,,
37051,Martin County,75.5,69,74.8,,,,,,
37053,Mecklenburg County,75.9,77,75,,,,,,
37055,Mitchell County,65.4,63,65.1,,,,,,
37057,Montgomery County,75.7,66,75.3,,,,,,
37059,Moore County,75.7,67,75.2,,,,,,
37061,Nash County,74.6,57,74.5,,,,,,
37063,New Hanover County,76.7,74,76.1,,,,,,
37065,Northampton County,75,76,74.3,,,,,,
37067,Onslow County,76.1,76,75.4,,,,,,
37069,Orange County,74.3,75,73.6,,,,,,
37071,Pamlico County,76.5,59,76,,,,,,
37073,Pasquotank County,75.4,84,74.1,,,,,,
37075,Pender County,76.1,66,75.7,,,,,,
37077,Perquimans County,75.5,80,74.4,,,,,,
37079,Person County,74.1,89,73,,,,,,
37081,Pitt County,75.8,59,75.4,,,,,,
37083,Polk County,72.9,41,73.5,,,,,,
37085,Randolph County,74.8,72,74.4,,,,,,
37087,Richmond County,77.4,92,76.1,,,,,,
37089,Robeson County,77.2,73,76.6,,,,,,
37091,Rockingham County,74.2,71,73.5,,,,,,
37093,Rowan County,74.5,69,74.1,,,,,,
37095,Rutherford County,73.5,50,73.7,,,,,,
37097,Sampson County,75.4,45,75.8,,,,,,
37099,Scotland County,77.8,98,76.2,,,,,,
37101,Stanly County,75.8,67,75.6,,,,,,
37103,Stokes County,72.7,60,72.4,,,,,,
37105,Surry County,71.8,69,71.3,,,,,,
37107,Swain County,65.2,48,65.8,,,,,,
37109,Transylvania County,67.2,53,67.4,,,,,,
37111,Tyrrell County,76.1,83,75,,,,,,
37113,Union County,76.1,71,75.4,,,,,,
37115,Vance County,74.3,75,73.5,,,,,,
37117,Wake County,75.1,61,74.7,,,,,,
37119,Warren County,74.3,64,73.9,,,,,,
37121,Washington County,75.7,73,74.8,,,,,,
37123,Watauga County,65.2,75,64.5,,,,,,
37125,Wayne County,75.4,47,75.6,,,,,,
37127,Wilkes County,72,75,71.3,,,,,,
37129,Wilson County,75.2,52,75.2,,,,,,
37131,Yadkin County,73,71,72.3,,,,,,
37133,Yancey County,65.1,64,64.9,,,,,,
37135,Adams County,68.4,121,62.6,,,,,,
37137,Barnes County,69.7,125,63.6,,,,,,
37139,Benson County,69.1,125,62.4,,,,,,
37141,Billings County,68.8,122,62.7,,,,,,
37143,Bottineau County,68.1,124,62.1,,,,,,
37145,Bowman County,69.6,124,62.3,,,,,,
37147,Burke County,65.5,117,61,,,,,,
37149,Burleigh County,70.9,125,63.5,,,,,,
37151,Cass County,70.4,125,64.9,,,,,,
37153,Cavalier County,67.4,125,61.1,,,,,,
37155,Dickey County,70.4,124,64.3,,,,,,
37157,Divide County,66.2,120,61,,,,,,
37159,Dunn County,68.5,123,62.6,,,,,,
37161,Eddy County,70.1,125,63,,,,,,
37163,Emmons County,71,125,64.3,,,,,,
37165,Foster County,70.1,125,63.1,,,,,,
37167,Golden Valley County,69.5,123,62.7,,,,,,
37169,Grand Forks County,69.8,125,64,,,,,,
37171,Grant County,69,119,63.6,,,,,,
37173,Griggs County,69.1,125,63,,,,,,
37175,Hettinger County,68.2,121,62.5,,,,,,
37177,Kidder County,70.5,125,63,,,,,,
37179,LaMoure County,70.5,125,64.1,,,,,,
37181,Logan County,70.2,125,63.2,,,,,,
37183,McHenry County,69.1,124,63.2,,,,,,
37185,McIntosh County,70.2,125,63.4,,,,,,
37187,McKenzie County,67.8,118,62.6,,,,,,
37189,McLean County,69.3,125,63,,,,,,
37191,Mercer County,69.4,125,63.2,,,,,,
37193,Morton County,69.9,124,63.5,,,,,,
37195,Mountrail County,67.5,124,61.7,,,,,,
37197,Nelson County,68.9,125,62.5,,,,,,
37199,Oliver County,69.8,125,63.6,,,,,,
38001,Pembina County,69.6,125,63,,,,,,
38003,Pierce County,67.9,125,62,,,,,,
38005,Ramsey County,69.2,125,62.4,,,,,,
38007,Ransom County,70.3,125,64.8,,,,,,
38009,Renville County,68,123,62.4,,,,,,
38011,Richland County,71.4,125,65.4,,,,,,
38013,Rolette County,66,124,60.4,,,,,,
38015,Sargent County,70.7,124,65.1,,,,,,
38017,Sheridan County,69.4,125,62.9,,,,,,
38019,Sioux County,70.6,124,64.3,,,,,,
38021,Slope County,69.4,124,62.6,,,,,,
38023,Stark County,68.4,120,62.6,,,,,,
38025,Steele County,68.9,125,63.6,,,,,,
38027,Stutsman County,70.2,125,63.2,,,,,,
38029,Towner County,67.2,125,61.1,,,,,,
38031,Traill County,70.1,124,64.8,,,,,,
38033,Walsh County,69.6,125,62.8,,,,,,
38035,Ward County,68.6,124,62.5,,,,,,
38037,Wells County,69.8,125,62.7,,,,,,
38039,Williams County,67,119,61.8,,,,,,
38041,Adams County,71.6,84,70.4,,,,,,
38043,Allen County,72.7,113,69.6,,,,,,
38045,Ashland County,71.7,121,67.3,,,,,,
38047,Ashtabula County,70.1,122,65.6,,,,,,
38049,Athens County,70.4,83,69.4,,,,,,
38051,Auglaize County,72.2,110,69.5,,,,,,
38053,Belmont County,69.7,86,68.4,,,,,,
38055,Brown County,71.8,96,70.2,,,,,,
38057,Butler County,72.8,100,71,,,,,,
38059,Carroll County,70,114,67.3,,,,,,
38061,Champaign County,71.1,98,69.2,,,,,,
38063,Clark County,72,107,69.6,,,,,,
38065,Clermont County,72.6,99,71,,,,,,
38067,Clinton County,72.1,109,69.7,,,,,,
38069,Columbiana County,69.5,110,66.8,,,,,,
38071,Coshocton County,71.6,121,68.3,,,,,,
38073,Crawford County,71.3,116,68,,,,,,
38075,Cuyahoga County,71.9,121,67.6,,,,,,
38077,Darke County,72,110,69.4,,,,,,
38079,Defiance County,72.9,116,69.1,,,,,,
38081,Delaware County,71.6,97,69.8,,,,,,
38083,Erie County,71.6,111,69,,,,,,
38085,Fairfield County,72,105,69.7,,,,,,
38087,Fayette County,72.1,109,69.5,,,,,,
38089,Franklin County,72.8,104,70.5,,,,,,
38091,Fulton County,72.3,115,68.7,,,,,,
38093,Gallia County,71.1,71,70.5,,,,,,
38095,Geauga County,70,123,65.6,,,,,,
38097,Greene County,72.7,111,70,,,,,,
38099,Guernsey County,71.2,111,68.6,,,,,,
38101,Hamilton County,73.3,99,71.5,,,,,,
38103,Hancock County,73.5,121,69.4,,,,,,
38105,Hardin County,72.2,111,69,,,,,,
39001,Harrison County,70,104,67.9,,,,,,
39003,Henry County,73.2,118,69.2,,,,,,
39005,Highland County,71.7,103,69.7,,,,,,
39007,Hocking County,70.6,86,69.3,,,,,,
39009,Holmes County,71.6,122,67.6,,,,,,
39011,Huron County,71.6,117,68.2,,,,,,
39013,Jackson County,70.5,72,69.9,,,,,,
39015,Jefferson County,69.4,87,68.2,,,,,,
39017,Knox County,71.1,117,67.9,,,,,,
39019,Lake County,70.6,123,66.4,,,,,,
39021,Lawrence County,72,88,70.5,,,,,,
39023,Licking County,71.5,109,68.9,,,,,,
39025,Logan County,71.3,105,68.8,,,,,,
39027,Lorain County,71.6,115,68.4,,,,,,
39029,Lucas County,73.8,121,69.2,,,,,,
39031,Madison County,72,105,69.6,,,,,,
39033,Mahoning County,70.3,123,66.2,,,,,,
39035,Marion County,71.1,96,69.2,,,,,,
39037,Medina County,71.9,120,67.6,,,,,,
39039,Meigs County,70.4,64,70.1,,,,,,
39041,Mercer County,72.3,111,69.4,,,,,,
39043,Miami County,72.8,110,70,,,,,,
39045,Monroe County,69.6,73,68.8,,,,,,
39047,Montgomery County,73.1,110,70.5,,,,,,
39049,Morgan County,70.6,93,69.3,,,,,,
39051,Morrow County,70.6,108,68.1,,,,,,
39053,Muskingum County,71.5,107,68.8,,,,,,
39055,Noble County,70.6,96,69,,,,,,
39057,Ottawa County,73.1,118,69.4,,,,,,
39059,Paulding County,72.8,115,69.3,,,,,,
39061,Perry County,70.6,95,68.9,,,,,,
39063,Pickaway County,72.8,102,70.6,,,,,,
39065,Pike County,71.4,89,70.1,,,,,,
39067,Portage County,71.3,125,66.2,,,,,,
39069,Preble County,71.4,98,69.6,,,,,,
39071,Putnam County,73.2,116,69.5,,,,,,
39073,Richland County,71.5,123,67.1,,,,,,
39075,Ross County,71.8,96,70.2,,,,,,
39077,Sandusky County,72.8,116,69.4,,,,,,
39079,Scioto County,71.6,84,70.4,,,,,,
39081,Seneca County,72.4,117,69,,,,,,
39083,Shelby County,71.9,108,69.4,,,,,,
39085,Stark County,71.7,123,67.1,,,,,,
39087,Summit County,72.6,124,67.4,,,,,,
39089,Trumbull County,70.4,123,66,,,,,,
39091,Tuscarawas County,71.1,116,68,,,,,,
39093,Union County,71.4,99,69.6,,,,,,
39095,Van Wert County,72.5,111,69.5,,,,,,
39097,Vinton County,70,71,69.5,,,,,,
39099,Warren County,73.1,106,70.7,,,,,,
39101,Washington County,71.2,89,69.8,,,,,,
39103,Wayne County,71.9,122,67.5,,,,,,
39105,Williams County,71.7,114,68.2,,,,,,
39107,Wood County,73.7,121,69.5,,,,,,
39109,Wyandot County,72.2,113,69.1,,,,,,
39111,Adair County,75.8,87,74.7,,,,,,
39113,Alfalfa County,78.7,93,76.9,,,,,,
39115,Atoka County,78.1,64,77.9,,,,,,
39117,Beaver County,77.1,94,75.2,,,,,,
39119,Beckham County,77.4,66,77.2,,,,,,
39121,Blaine County,77.8,78,77.1,,,,,,
39123,Bryan County,78.6,65,78.6,,,,,,
39125,Caddo County,77.4,57,77.5,,,,,,
39127,Canadian County,77.4,72,77,,,,,,
39129,Carter County,77.1,32,78.8,,,,,,
39131,Cherokee County,76.6,80,75.9,,,,,,
39133,Choctaw County,78.4,75,77.9,,,,,,
39135,Cimarron County,73.4,79,72.4,,,,,,
39137,Cleveland County,76.8,49,77.4,,,,,,
39139,Coal County,78.1,63,78,,,,,,
39141,Comanche County,78.2,59,78.3,,,,,,
39143,Cotton County,79.1,60,79.4,,,,,,
39145,Craig County,77.1,84,76.1,,,,,,
39147,Creek County,77.4,78,76.9,,,,,,
39149,Custer County,77.3,66,77,,,,,,
39151,Delaware County,76.1,84,75.2,,,,,,
39153,Dewey County,77.1,78,76.3,,,,,,
39155,Ellis County,77.2,91,75.4,,,,,,
39157,Garfield County,78.4,93,76.9,,,,,,
39159,Garvin County,76.8,34,78.3,,,,,,
39161,Grady County,77.1,56,77.4,,,,,,
39163,Grant County,78.3,90,76.9,,,,,,
39165,Greer County,78.4,59,78.4,,,,,,
39167,Harmon County,79,67,78.8,,,,,,
39169,Harper County,77.7,89,76,,,,,,
39171,Haskell County,77.6,71,77.3,,,,,,
39173,Hughes County,77.4,66,77.3,,,,,,
39175,Jackson County,79.2,55,79.4,,,,,,
40001,Jefferson County,78.1,33,79.5,,,,,,
40003,Johnston County,77.6,52,78.2,,,,,,
40005,Kay County,78,90,76.7,,,,,,
40007,Kingfisher County,78.4,77,77.8,,,,,,
40009,Kiowa County,78.2,57,78.2,,,,,,
40011,Latimer County,77,71,76.7,,,,,,
40013,Le Flore County,77,83,76.1,,,,,,
40015,Lincoln County,77.6,66,77.5,,,,,,
40017,Logan County,78.1,78,77.5,,,,,,
40019,Love County,77.9,35,79.3,,,,,,
40021,McClain County,76.8,46,77.5,,,,,,
40023,McCurtain County,77.9,100,76.3,,,,,,
40025,McIntosh County,77.7,66,77.6,,,,,,
40027,Major County,78.5,92,77.2,,,,,,
40029,Marshall County,78.1,45,78.9,,,,,,
40031,Mayes County,77.3,76,76.7,,,,,,
40033,Murray County,76.5,32,78.1,,,,,,
40035,Muskogee County,77.7,72,77.5,,,,,,
40037,Noble County,78.5,94,76.9,,,,,,
40039,Nowata County,77.2,81,76.3,,,,,,
40041,Okfuskee County,77.4,74,77.3,,,,,,
40043,Oklahoma County,77.4,60,77.4,,,,,,
40045,Okmulgee County,77.6,69,77.5,,,,,,
40047,Osage County,76.8,84,76.1,,,,,,
40049,Ottawa County,76.5,84,75.5,,,,,,
40051,Pawnee County,77.6,87,76.8,,,,,,
40053,Payne County,78,87,77,,,,,,
40055,Pittsburg County,77.4,59,77.5,,,,,,
40057,Pontotoc County,77,49,77.6,,,,,,
40059,Pottawatomie County,77,51,77.6,,,,,,
40061,Pushmataha County,77.3,79,76.6,,,,,,
40063,Roger Mills County,77.2,77,76.4,,,,,,
40065,Rogers County,77.6,80,76.8,,,,,,
40067,Seminole County,77.2,58,77.5,,,,,,
40069,Sequoyah County,77.3,79,76.8,,,,,,
40071,Stephens County,77.4,48,78.3,,,,,,
40073,Texas County,75.7,81,74.5,,,,,,
40075,Tillman County,79.2,53,79.6,,,,,,
40077,Tulsa County,77.8,80,77.1,,,,,,
40079,Wagoner County,77.9,73,77.5,,,,,,
40081,Washington County,77.1,82,76.3,,,,,,
40083,Washita County,77.6,59,77.5,,,,,,
40085,Woods County,77.9,90,76.4,,,,,,
40087,Woodward County,77.2,86,76,,,,,,
40089,Baker County,66.2,126,57.4,,,,,,
40091,Benton County,65.8,126,59.6,,,,,,
40093,Clackamas County,63.6,126,56.2,,,,,,
40095,Clatsop County,62.2,127,55.4,,,,,,
40097,Columbia County,65.4,127,57.9,,,,,,
40099,Coos County,63.5,127,57.1,,,,,,
40101,Crook County,64.5,127,55.9,,,,,,
40103,Curry County,63.6,126,57.8,,,,,,
40105,Deschutes County,61.9,126,53.9,,,,,,
40107,Douglas County,64.9,126,57.7,,,,,,
40109,Gilliam County,70.1,126,61.7,,,,,,
40111,Grant County,63,126,54.7,,,,,,
40113,Harney County,66.4,126,57.4,,,,,,
40115,Hood River County,62.2,126,54.2,,,,,,
40117,Jackson County,66.6,126,58.6,,,,,,
40119,Jefferson County,65.6,126,57.4,,,,,,
40121,Josephine County,65.5,126,58.3,,,,,,
40123,Klamath County,62.2,126,53.9,,,,,,
40125,Lake County,64.2,126,55.3,,,,,,
40127,Lane County,63.6,126,56.8,,,,,,
40129,Lincoln County,63,126,56.9,,,,,,
40131,Linn County,63.8,126,56.9,,,,,,
40133,Malheur County,69.8,126,61,,,,,,
40135,Marion County,64.8,126,57.5,,,,,,
40137,Morrow County,69.1,126,60.9,,,,,,
40139,Multnomah County,66.8,127,59.5,,,,,,
40141,Polk County,66.4,126,59,,,,,,
40143,Sherman County,70.2,126,61.2,,,,,,
40145,Tillamook County,61.8,127,55.1,,,,,,
40147,Umatilla County,67.5,126,59.7,,,,,,
40149,Union County,62.9,126,54.8,,,,,,
40151,Wallowa County,62.5,126,54.4,,,,,,
40153,Wasco County,67.6,126,58.8,,,,,,
41001,Washington County,65.3,126,58.6,,,,,,
41003,Wheeler County,66.1,127,57.2,,,,,,
41005,Yamhill County,65.6,126,59.2,,,,,,
41007,Adams County,71.8,120,68.8,,,,,,
41009,Allegheny County,70.6,106,68.4,,,,,,
41011,Armstrong County,68.3,96,66.7,,,,,,
41013,Beaver County,69.6,98,67.9,,,,,,
41015,Bedford County,69.3,106,67.3,,,,,,
41017,Berks County,71,110,68.5,,,,,,
41019,Blair County,68.8,113,66.3,,,,,,
41021,Bradford County,66.9,113,64,,,,,,
41023,Bucks County,71.3,116,68.4,,,,,,
41025,Butler County,68.6,102,66.6,,,,,,
41027,Cambria County,66.6,104,64.6,,,,,,
41029,Cameron County,66.6,107,64.7,,,,,,
41031,Carbon County,66.8,106,64.6,,,,,,
41033,Centre County,67.9,107,66,,,,,,
41035,Chester County,71.9,116,69.1,,,,,,
41037,Clarion County,67.8,113,65.1,,,,,,
41039,Clearfield County,66.7,106,64.8,,,,,,
41041,Clinton County,67.5,100,65.8,,,,,,
41043,Columbia County,68.7,109,66.1,,,,,,
41045,Crawford County,68.8,122,64.5,,,,,,
41047,Cumberland County,72,118,69,,,,,,
41049,Dauphin County,71.4,120,68.3,,,,,,
41051,Delaware County,73.5,116,70.5,,,,,,
41053,Elk County,66.5,118,63.5,,,,,,
41055,Erie County,69.6,123,64.7,,,,,,
41057,Fayette County,68.3,90,67,,,,,,
41059,Forest County,67.4,121,63.9,,,,,,
41061,Franklin County,71.5,116,68.6,,,,,,
41063,Fulton County,70.5,112,68.2,,,,,,
41065,Greene County,69.4,88,68.1,,,,,,
41067,Huntingdon County,70.3,117,67.7,,,,,,
41069,Indiana County,67.6,93,66,,,,,,
41071,Jefferson County,66.8,115,64.3,,,,,,
42001,Juniata County,70.7,111,68.5,,,,,,
42003,Lackawanna County,67.2,121,63.7,,,,,,
42005,Lancaster County,72.3,120,69.1,,,,,,
42007,Lawrence County,69.3,109,67,,,,,,
42009,Lebanon County,71.4,119,68.2,,,,,,
42011,Lehigh County,69.9,104,67.8,,,,,,
42013,Luzerne County,67.4,115,64.6,,,,,,
42015,Lycoming County,67.7,111,65.3,,,,,,
